Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
22.4623,1.13313,11.2311,"1;1.14359;1.54611;1.94141;2.24438;2.62258;2.91406;3.1551;3.52839;3.91508;4.29682;4.66261;5.06447;5.41342;5.66508;5.99674;6.23728;6.61272;6.91293;7.32722;7.72638;8.09367;8.54153;8.6627;9.0795;9.51724;9.82734;10.2357;10.5951;10.9551;11.3363;11.4933;11.8525;11.9212;12.4017;12.658;12.9748;13.2404;13.5477;14.011;14.3323;14.7264;14.9859;15.2981;15.5269;15.9096;16.1384;16.5775;16.7205;17.0142;17.4133;17.8087;18.2161;18.516;18.8704;19.2534;19.5649;19.8364;20.0945;20.3722;20.6665;21","15;15.1479;15.4281;15.7329;15.9663;16.2531;16.4632;16.6259;16.8796;17.128;17.3511;17.611;17.8638;18.0637;18.188;18.3626;18.4651;18.6231;18.7697;18.9286;19.0594;19.1805;19.3105;19.3402;19.4307;19.4707;19.512;19.5594;19.6052;19.5894;19.5928;19.586;19.5721;19.569;19.5232;19.4899;19.4315;19.3774;19.2714;19.1199;19.0069;18.8579;18.7516;18.6048;18.5021;18.327;18.2264;18.0148;17.9369;17.7684;17.5066;17.2332;16.9967;16.7796;16.5166;16.2206;15.9889;15.8117;15.6355;15.4194;15.2124;15",5.6978,"0.166667;0.733333;0.1"
22.8096,1.03132,11.4048,"1;1.24865;1.55859;1.7331;1.97904;2.33933;2.69456;3.02436;3.13821;3.38207;3.71591;4.0872;4.27931;4.63279;4.72889;5.13738;5.50282;5.6243;5.94127;6.33314;6.65652;7.04618;7.27018;7.48449;7.86737;8.30991;8.60623;9.00663;9.47705;9.84313;10.3336;10.7185;11.0642;11.2644;11.6971;11.8793;12.3744;12.677;13.0654;13.3056;13.5723;14.0154;14.2601;14.6951;15.1213;15.5647;15.8833;16.0618;16.4789;16.6006;16.8164;17.1684;17.4656;17.7319;18.0016;18.2659;18.5288;18.9037;19.0093;19.3564;19.6115;19.9347;20.2912;20.633;21","15;15.2065;15.4871;15.6426;15.8707;16.1592;16.4345;16.6902;16.7734;16.9597;17.1926;17.4496;17.5781;17.8048;17.8671;18.1066;18.3243;18.409;18.5807;18.7881;18.9154;19.0752;19.1479;19.2173;19.349;19.4897;19.5875;19.7268;19.8003;19.8469;19.9095;19.9188;19.9214;19.9252;19.9002;19.8873;19.8295;19.7921;19.7188;19.652;19.5736;19.4351;19.345;19.1999;19.0008;18.7998;18.6441;18.5658;18.3249;18.2648;18.1438;17.932;17.7296;17.5666;17.3871;17.1877;16.9746;16.7007;16.6344;16.365;16.1783;15.9202;15.6083;15.2606;15",5.35261,"0.166667;0.766667;0.0666667"
23.0871,0.973518,11.5435,"1;1.16915;1.40734;1.60387;1.91199;2.22832;2.43178;2.78591;3.03589;3.29805;3.62212;3.90071;4.14825;4.54667;4.88172;5.15143;5.26377;5.57003;5.941;6.17481;6.62466;6.96021;7.16286;7.47657;7.78335;8.21282;8.59865;9.03437;9.37864;9.64323;10.1114;10.1538;10.6235;11.0282;11.3485;11.7016;11.8428;12.3259;12.6944;13.1536;13.4476;13.8321;14.2213;14.5259;14.9486;15.1449;15.4671;15.8595;16.2646;16.3237;16.7167;17.0983;17.4113;17.6722;17.9996;18.2861;18.4105;18.735;18.9679;19.3448;19.6671;19.9689;20.1382;20.4849;20.8141;21","15;15.2159;15.4695;15.6642;15.9566;16.2262;16.4026;16.7018;16.8727;17.0743;17.2659;17.5041;17.6871;17.9439;18.1401;18.2844;18.3578;18.5446;18.7593;18.8652;19.0704;19.208;19.2752;19.3939;19.4957;19.6596;19.8086;19.8835;19.9905;20.0146;20.0806;20.0858;20.1177;20.1316;20.1229;20.1264;20.1258;20.0953;20.0184;19.9122;19.8511;19.7373;19.6032;19.5061;19.2983;19.2254;19.0501;18.8796;18.6991;18.6628;18.4237;18.1825;17.9112;17.7008;17.441;17.1918;17.0964;16.8187;16.6374;16.3148;16.0822;15.8156;15.704;15.4679;15.2126;15",5.01145,"0.166667;0.8;0.0333333"
23.0822,0.969693,11.5411,"1;1.31729;1.55268;1.75789;2.13048;2.3883;2.69952;3.02068;3.29072;3.49929;3.77304;4.03107;4.35705;4.72454;5.01038;5.29596;5.65687;5.9479;6.33579;6.45617;6.55771;6.94051;7.35941;7.72853;7.94635;8.37877;8.77591;9.03809;9.27229;9.73275;10.159;10.4551;10.8968;11.0178;11.4835;11.897;12.2996;12.5034;12.8819;13.0256;13.476;13.8434;14.294;14.508;14.9819;15.4119;15.7456;16.1101;16.4305;16.7732;17.0306;17.2712;17.5428;17.9113;18.1226;18.4747;18.7074;19.0019;19.2656;19.575;19.7444;20.0928;20.407;20.7373;21","15;15.3009;15.5127;15.6906;16.0114;16.2835;16.5626;16.8303;17.0198;17.1622;17.3264;17.5203;17.7586;17.9989;18.184;18.3586;18.6019;18.7332;18.9294;18.9863;19.0301;19.2081;19.3854;19.5199;19.5987;19.7226;19.847;19.9079;19.9535;20.0147;20.0527;20.0566;20.0392;20.0408;20.0287;20.0308;19.9902;19.9618;19.9211;19.8949;19.8126;19.6893;19.5789;19.5213;19.3869;19.2248;19.0888;18.9216;18.7345;18.533;18.3465;18.1807;17.993;17.7366;17.5803;17.3095;17.1289;16.9062;16.6694;16.3771;16.2174;15.8766;15.5768;15.2382;15",4.65512,"0.166667;0.833333;0"
24.1133,146.566,2.25804,"1;1.20925;1.34907;1.44235;1.62557;1.77164;1.85423;2.3253;2.78438;3.01012;3.38383;3.71261;4.16437;4.3273;4.80141;5.24913;5.6777;6.04993;6.15245;6.43281;6.64743;7.07311;7.34033;7.7201;8.08624;8.4356;8.88955;9.23443;9.64912;9.99758;10.1724;10.5138;11.0027;11.4601;11.921;12.2238;12.4338;12.8084;13.1453;13.5184;13.7858;14.2415;14.4086;14.7504;14.8933;15.2425;15.4466;15.7205;16.1111;16.5403;16.9571;17.1605;17.5639;17.9927;18.4633;18.8246;19.1983;19.4922;19.6818;19.9895;20.3974;20.5519;20.6644;20.7579;20.8807;20.9139;21","15;14.554;14.2149;13.9564;13.5137;13.1321;12.8664;12.7634;12.6158;12.5281;12.4014;12.2842;12.1253;12.0508;11.8983;11.7183;11.5428;11.4153;11.3765;11.2781;11.1782;11.0222;10.9348;10.8152;10.6946;10.584;10.4225;10.3104;10.1464;9.98602;9.92735;9.80601;9.84066;9.89354;9.96894;10.0766;10.1554;10.3112;10.467;10.6225;10.7214;10.8884;10.9666;11.0941;11.1453;11.2725;11.3307;11.4201;11.5493;11.6884;11.8032;11.8589;11.9826;12.1235;12.2442;12.351;12.4641;12.5592;12.6026;12.7137;12.8681;13.0968;13.5556;14.0203;14.4515;14.5866;15",6.6291,"0.2;0;0.8"
24.9909,5.43495,2.25595,"1;1.14609;1.21773;1.28247;1.41583;1.4835;1.54255;1.84548;2.24367;2.62292;2.79978;3.15146;3.45524;3.86021;4.26079;4.64245;4.82645;5.21634;5.50743;5.80716;6.20897;6.52081;6.85512;7.29152;7.73139;8.15631;8.61923;9.02972;9.20295;9.54787;10.0199;10.4613;10.7276;11.048;11.2973;11.7363;12.0738;12.4624;12.8323;13.1208;13.3611;13.6136;13.9883;14.38;14.8247;15.0444;15.3886;15.6184;15.9686;16.3789;16.8257;17.2645;17.6671;17.9952;18.2531;18.4997;18.9017;19.2756;19.6309;19.9192;20.1838;20.3483;20.3953;20.5739;20.7284;20.8012;20.9112;21","15;14.5595;14.2834;13.9972;13.5289;13.2591;12.9961;12.8324;12.5641;12.393;12.3152;12.1314;11.9435;11.717;11.4736;11.2847;11.1775;10.9261;10.7405;10.5461;10.3463;10.209;10.0329;9.83651;9.63713;9.48734;9.33596;9.18353;9.12466;8.98867;8.89606;8.80768;8.80617;8.7953;8.80315;8.81058;8.83436;8.90626;8.98368;9.08803;9.18157;9.27794;9.428;9.6574;9.88293;10.0103;10.2116;10.3342;10.5133;10.7399;10.9567;11.1872;11.4065;11.5956;11.7419;11.9054;12.1098;12.3207;12.5018;12.7043;12.8802;13.2114;13.335;13.78;14.2315;14.4414;14.7054;15",6.90891,"0.2;0.0333333;0.766667"
25.1768,4.25021,2.28838,"1;1.15572;1.32544;1.46962;1.66532;1.70848;2.09773;2.44469;2.81481;3.12879;3.32845;3.59138;4.01547;4.32407;4.54753;4.82712;5.19906;5.44953;5.5973;5.86633;6.20565;6.60144;6.92144;7.23061;7.67816;8.06641;8.50351;8.66159;9.06674;9.21987;9.66994;9.89143;10.2071;10.6152;11.0627;11.3434;11.6336;11.8627;12.2142;12.6973;13.0406;13.4744;13.8402;14.1996;14.6154;14.8409;15.1582;15.3783;15.7999;15.9645;16.3254;16.6326;16.8392;17.141;17.3517;17.7673;18.1226;18.4995;18.8569;19.2171;19.5501;19.9308;20.1602;20.2711;20.3261;20.3768;20.515;20.5489;20.7115;20.9093;20.9834;21","15;14.5249;14.0585;13.715;13.2659;12.9947;12.7027;12.5021;12.2847;12.1247;12.0121;11.8625;11.6076;11.4087;11.2871;11.1246;10.8567;10.7198;10.628;10.4321;10.2044;9.95702;9.76077;9.59076;9.37583;9.1829;9.03345;8.97257;8.82696;8.785;8.65829;8.63351;8.5946;8.5493;8.53726;8.55622;8.57679;8.59788;8.6447;8.75442;8.87254;8.99441;9.13415;9.29245;9.54857;9.67953;9.8235;9.93888;10.1805;10.2782;10.4724;10.7058;10.8402;10.9745;11.1056;11.3103;11.5341;11.7911;12.077;12.2689;12.4793;12.766;12.9055;12.9782;13.2682;13.4743;13.8781;13.9936;14.3964;14.7536;14.9336;15",6.99685,"0.2;0.0666667;0.733333"
25.4625,3.52064,2.27762,"1;1.08059;1.2372;1.44641;1.62403;1.7737;1.8572;2.2426;2.50638;2.8097;3.16848;3.53605;3.86108;4.12811;4.4789;4.80623;5.11874;5.23481;5.56427;5.85481;6.11257;6.36804;6.76128;7.15534;7.46551;7.71715;7.88538;8.33397;8.67336;8.82607;9.2493;9.35632;9.79864;9.94355;10.2093;10.6391;10.7294;11.0531;11.4507;11.7038;11.8292;12.2559;12.7143;13.1722;13.3065;13.7411;14.1456;14.5036;14.9245;15.1796;15.3346;15.5196;15.8775;16.2744;16.629;17.0427;17.3534;17.7226;18.1471;18.468;18.7888;19.0588;19.2548;19.5398;19.8708;20.2197;20.477;20.5505;20.6665;20.7301;20.8295;20.9356;21","15;14.755;14.2837;13.8303;13.4483;13.134;12.8632;12.6502;12.4806;12.2887;12.0066;11.7599;11.5348;11.3501;11.1349;10.9488;10.7334;10.6517;10.4429;10.264;10.1033;9.93947;9.7117;9.47701;9.29787;9.13911;9.04008;8.82971;8.70469;8.65161;8.5158;8.48697;8.3834;8.35844;8.32471;8.29825;8.29201;8.28966;8.30832;8.31984;8.31492;8.38846;8.51904;8.66399;8.72003;8.88701;9.10183;9.2873;9.48523;9.62378;9.71042;9.81766;10.0173;10.232;10.4482;10.7162;10.9219;11.1561;11.413;11.6365;11.8521;12.025;12.1502;12.3463;12.5775;12.7983;13.0987;13.4042;13.8202;14.0209;14.3336;14.8086;15",7.03889,"0.2;0.1;0.7"
25.814,2.90869,2.31593,"1;1.04656;1.11296;1.22139;1.32059;1.35325;1.45178;1.58594;1.98334;2.36012;2.48161;2.87314;3.20057;3.52121;3.92918;4.15252;4.44888;4.79953;4.88256;5.26651;5.49234;5.88444;6.18252;6.43159;6.79395;7.16518;7.46294;7.60047;7.90277;8.36561;8.80446;9.22418;9.63219;9.9792;10.2103;10.3602;10.7715;11.2192;11.7142;12.0332;12.1683;12.4265;12.8872;13.3294;13.5905;13.8958;14.0413;14.5106;14.7792;15.0857;15.4192;15.7706;16.0492;16.4349;16.6999;16.9793;17.244;17.4316;17.7979;17.9898;18.2357;18.4333;18.7835;18.9737;19.3382;19.538;19.7562;20.0495;20.2201;20.2456;20.4768;20.5487;20.735;20.8245;21","15;14.6939;14.4894;14.0867;13.7496;13.3326;13.1026;12.8728;12.6002;12.3055;12.22;11.9572;11.7386;11.5371;11.252;11.1104;10.8595;10.6047;10.5602;10.2753;10.1365;9.89685;9.70792;9.60274;9.3328;9.09684;8.89979;8.82975;8.70073;8.52573;8.39451;8.29697;8.21144;8.20013;8.14965;8.12249;8.09817;8.06719;8.06923;8.09444;8.11017;8.14666;8.28194;8.43153;8.52935;8.62724;8.6811;8.82791;8.95377;9.12516;9.31434;9.5646;9.77106;9.98894;10.1835;10.41;10.6062;10.7724;11.0716;11.2174;11.3806;11.5374;11.8465;12.0001;12.2954;12.4636;12.6484;12.9857;13.2314;13.3424;13.7458;13.9711;14.4034;14.6112;15",7.09457,"0.2;0.133333;0.666667"
26.2113,2.54024,2.26081,"1;1.0952;1.22024;1.39309;1.50075;1.61109;1.6482;1.97802;2.24212;2.46535;2.68098;2.8605;3.23957;3.52535;3.79638;3.99474;4.32084;4.66837;5.0108;5.42648;5.85049;5.97643;6.38924;6.45476;6.83453;7.07995;7.32756;7.62867;8.06308;8.48111;8.82391;9.22235;9.4768;9.94517;10.1308;10.6232;10.915;11.3432;11.7192;12.054;12.08;12.495;12.841;13.091;13.5398;13.9612;14.3669;14.5187;14.8235;15.1258;15.3865;15.7237;16.147;16.283;16.5161;16.8051;17.082;17.4228;17.5609;17.891;18.279;18.405;18.7664;19.0736;19.4531;19.6542;19.8978;20.1658;20.5408;20.6861;20.7359;20.814;20.909;20.9367;21","15;14.7681;14.4567;14.0033;13.6191;13.2248;12.9725;12.6811;12.4578;12.257;12.0572;11.894;11.5685;11.3492;11.1446;10.9765;10.7326;10.4737;10.204;9.93118;9.69095;9.60225;9.32467;9.27693;9.06781;8.91585;8.79972;8.64823;8.44221;8.27685;8.16475;8.03862;7.9935;7.92662;7.9046;7.83807;7.82667;7.83521;7.83662;7.88619;7.89064;7.97035;8.06102;8.14015;8.31136;8.46873;8.60367;8.66187;8.82107;8.98776;9.12937;9.30365;9.54881;9.63795;9.80636;10.0035;10.1838;10.43;10.5451;10.8257;11.1407;11.2401;11.4957;11.7582;12.0669;12.2652;12.4601;12.6752;12.9989;13.2488;13.426;13.8607;14.3175;14.704;15",7.09748,"0.2;0.166667;0.633333"
26.1535,2.4613,2.28606,"1;1.07779;1.16079;1.25405;1.31403;1.43563;1.61501;1.68577;1.87701;2.22321;2.51066;2.84001;3.14967;3.36338;3.58572;3.94053;4.25911;4.57073;4.84781;5.24977;5.55338;5.68915;6.06417;6.11755;6.4726;6.75338;7.14262;7.57134;7.92285;8.0589;8.45866;8.86393;9.2991;9.60542;10.0826;10.5059;10.9878;11.3233;11.7;12.1981;12.3667;12.7662;13.0366;13.4167;13.7097;14.0213;14.4319;14.7751;15.1562;15.5471;15.7821;16.1276;16.2435;16.6005;16.9493;17.2592;17.5872;17.7944;18.0431;18.2978;18.6479;18.8573;19.1689;19.5164;19.7574;20.1223;20.3678;20.3993;20.4937;20.5915;20.7368;20.8867;21","15;14.7897;14.467;14.1932;13.9811;13.6551;13.2533;13.1127;12.7671;12.5158;12.2678;11.9836;11.7144;11.5422;11.3586;11.0778;10.8378;10.6013;10.4095;10.1274;9.92681;9.82939;9.55307;9.51385;9.26258;9.06972;8.83608;8.58152;8.42556;8.35293;8.17268;8.03758;7.91229;7.85373;7.77275;7.73672;7.74459;7.7721;7.81203;7.8397;7.87452;7.96077;8.0333;8.14354;8.22956;8.36002;8.57765;8.76919;8.99415;9.23923;9.38913;9.63949;9.72126;9.95638;10.1942;10.4393;10.6936;10.8668;11.0359;11.2413;11.5133;11.6755;11.9345;12.2274;12.4488;12.79;12.9858;13.2826;13.5843;13.8698;14.3185;14.7461;15",7.09459,"0.2;0.2;0.6"
26.1222,2.40237,2.31931,"1;1.06865;1.21026;1.28301;1.42985;1.5814;1.7483;1.88069;2.07575;2.33276;2.5139;2.77764;3.11727;3.31855;3.5969;3.85272;4.11866;4.50003;4.88069;5.23476;5.41681;5.7707;6.14704;6.29534;6.64411;6.91308;7.21373;7.62056;8.0321;8.2511;8.62782;8.88934;9.14807;9.3769;9.66522;9.93452;10.3145;10.7242;10.8278;10.9611;11.1196;11.5449;11.755;12.2061;12.4449;12.6818;13.1397;13.3358;13.772;13.9489;14.3257;14.5039;14.9229;15.1684;15.5047;15.6662;16.0285;16.2946;16.4464;16.7683;17.1568;17.4013;17.6953;17.8719;18.056;18.3958;18.5633;18.9287;19.2945;19.5404;19.8071;20.1725;20.2697;20.4106;20.5497;20.7567;21","15;14.8056;14.4374;14.2094;13.8851;13.475;13.121;12.8568;12.717;12.5062;12.3138;12.0065;11.711;11.5032;11.2098;11.0039;10.7539;10.4507;10.1515;9.89909;9.81497;9.55127;9.28065;9.17819;8.96381;8.81283;8.64283;8.42778;8.25426;8.18117;8.0722;7.99811;7.91856;7.85906;7.79975;7.76774;7.72131;7.7154;7.70869;7.70252;7.69936;7.74285;7.75473;7.82434;7.87011;7.92726;8.06796;8.15036;8.32731;8.39953;8.5374;8.61522;8.82636;8.97221;9.17933;9.2896;9.52288;9.73124;9.85601;10.083;10.342;10.5733;10.819;10.9931;11.1843;11.4042;11.5825;11.9099;12.2357;12.4679;12.7307;12.9973;13.3648;13.7878;14.126;14.5689;15",7.09926,"0.2;0.233333;0.566667"
26.6806,2.09505,2.28136,"1;1.0245;1.09426;1.16606;1.2843;1.37405;1.50926;1.62274;1.90323;2.27022;2.52378;2.7302;3.00976;3.3689;3.72952;3.94317;4.2038;4.38076;4.74197;5.04464;5.38358;5.71386;6.03977;6.40474;6.76738;7.18697;7.61667;7.69605;8.0362;8.44649;8.82456;9.15302;9.62859;10.1025;10.4162;10.8602;11.2402;11.6941;12.0514;12.45;12.9051;13.3534;13.7292;14.1014;14.3354;14.6315;15.0038;15.3459;15.6798;16.0257;16.2759;16.5396;16.8882;17.2589;17.5766;17.768;17.9752;18.2631;18.4816;18.8043;19.1486;19.3189;19.5916;19.896;20.2095;20.3596;20.5236;20.7215;20.8321;20.9238;21","15;14.9207;14.4884;14.1384;13.7442;13.5625;13.1103;12.874;12.6156;12.2891;12.0442;11.8597;11.5816;11.2546;10.9145;10.7404;10.5055;10.3526;10.0466;9.81242;9.56843;9.26244;9.04973;8.85471;8.66324;8.448;8.25525;8.21996;8.06859;7.94219;7.79526;7.70071;7.59204;7.53732;7.51656;7.47341;7.4752;7.49646;7.55107;7.60115;7.68602;7.7996;7.87915;8.03037;8.146;8.29372;8.5044;8.70011;8.91032;9.14264;9.32253;9.54346;9.78666;10.0988;10.3167;10.5082;10.6821;10.9291;11.1202;11.3919;11.6597;11.8133;12.1492;12.4386;12.7481;13.1012;13.4977;13.8753;14.1307;14.6136;15",7.11152,"0.2;0.266667;0.533333"
26.7902,1.95602,2.34222,"1;1.00645;1.26489;1.38724;1.50291;1.6492;1.7251;1.76385;1.88797;2.07065;2.32445;2.60862;2.94802;3.31108;3.62669;3.87551;4.17746;4.39034;4.67204;5.0476;5.38302;5.60871;5.79347;6.02607;6.2805;6.51304;6.90056;7.29041;7.50454;7.90223;8.21122;8.57348;8.96697;9.11129;9.51765;9.82774;10.1544;10.4993;10.9469;11.2893;11.6516;12.1079;12.5146;12.9849;13.0163;13.4648;13.8937;14.0818;14.3719;14.6589;14.9714;15.256;15.6017;15.9922;16.0519;16.3903;16.641;16.9151;17.3035;17.3713;17.657;17.8276;18.0649;18.3084;18.4636;18.7575;19.0471;19.2725;19.5734;19.7202;19.8844;20.1918;20.2777;20.3594;20.499;20.6504;20.8961;21.0064;21","15;14.9584;14.555;14.1822;13.8211;13.5002;13.3009;13.226;12.885;12.717;12.4707;12.161;11.797;11.4742;11.1308;10.9113;10.6441;10.4417;10.2398;9.92886;9.61188;9.42425;9.23886;9.0785;8.89675;8.75425;8.53626;8.29311;8.18621;8.01742;7.91632;7.76208;7.60579;7.54391;7.47314;7.39539;7.32547;7.26907;7.21426;7.19276;7.21265;7.2306;7.33465;7.46276;7.47298;7.62262;7.81283;7.90402;7.9969;8.09765;8.25571;8.43349;8.66246;8.92206;8.96002;9.1696;9.35327;9.59626;9.88251;9.94484;10.2156;10.3694;10.6084;10.867;11.0122;11.2905;11.5975;11.8393;12.1166;12.3342;12.5182;12.8549;13.126;13.3857;13.8486;14.146;14.5665;14.9172;15",7.11596,"0.2;0.3;0.5"
26.9989,1.92038,2.24007,"1;1.10154;1.219;1.32115;1.41446;1.47791;1.53139;1.85069;2.16084;2.48724;2.83166;3.11838;3.47841;3.8378;4.17976;4.49193;4.86108;5.24637;5.57535;5.8946;6.20926;6.60008;6.81438;7.12683;7.48168;7.6853;7.82097;8.05531;8.41262;8.59884;8.94511;9.3688;9.72614;10.0059;10.3989;10.7241;11.016;11.3043;11.5631;12.0255;12.3025;12.7418;13.0967;13.3823;13.798;13.9552;14.26;14.5615;14.8545;15.0582;15.2112;15.4823;15.7641;16.1696;16.4196;16.6169;16.8784;17.2641;17.5261;17.6509;18.0254;18.3925;18.6372;18.9931;19.0179;19.3708;19.6481;19.9717;20.2224;20.3907;20.5482;20.5428;20.6107;20.6545;20.758;20.8361;20.9528;21","15;14.6431;14.2805;13.9447;13.5255;13.276;12.9945;12.6667;12.2746;11.9374;11.5772;11.2395;10.9197;10.5886;10.2791;10.0229;9.75151;9.46659;9.24493;9.03729;8.82679;8.55608;8.42649;8.26511;8.10789;8.02256;7.96862;7.87584;7.73959;7.68296;7.55647;7.41446;7.35049;7.31595;7.29813;7.27529;7.26294;7.27235;7.28691;7.33544;7.37179;7.43584;7.54165;7.63896;7.76772;7.81637;7.96072;8.11147;8.25521;8.34731;8.42943;8.57547;8.75575;9.04242;9.21232;9.34826;9.56775;9.87874;10.1222;10.2739;10.6026;10.9052;11.1232;11.4634;11.4893;11.8301;12.0946;12.4581;12.7126;12.8765;13.1189;13.1238;13.3301;13.6279;13.9417;14.2461;14.6965;15",7.08527,"0.2;0.333333;0.466667"
26.9031,1.91603,2.32489,"1;1.07564;1.21916;1.32209;1.50041;1.66199;1.72126;2.00335;2.19578;2.40087;2.75939;2.97337;3.16954;3.39584;3.74632;4.02394;4.10616;4.36954;4.54317;4.78982;5.15437;5.47817;5.73389;6.11751;6.41351;6.72449;7.02033;7.09432;7.5001;7.88388;8.09694;8.49356;8.679;9.11085;9.40148;9.64103;10.041;10.361;10.663;11.0529;11.4269;11.7214;12.1397;12.468;12.8365;13.2568;13.7139;14.106;14.5424;14.7545;14.9833;15.2776;15.5826;15.968;16.315;16.6616;16.9843;17.2888;17.5143;17.8461;18.1063;18.3854;18.7039;18.9409;19.231;19.5031;19.7403;19.999;20.1528;20.3695;20.4413;20.5003;20.5117;20.6881;20.8262;20.9416;21","15;14.7705;14.3492;14.0736;13.651;13.2791;13.0723;12.7621;12.556;12.2927;11.9546;11.6823;11.4708;11.2104;10.9256;10.6548;10.5763;10.2791;10.1181;9.91202;9.64748;9.39656;9.2008;8.93597;8.73841;8.53794;8.39188;8.35753;8.18451;7.99938;7.89247;7.66981;7.62928;7.46376;7.39729;7.3482;7.27896;7.24903;7.21409;7.21542;7.22669;7.21396;7.20905;7.26568;7.35024;7.48045;7.67125;7.85875;8.06659;8.14962;8.24365;8.40331;8.6499;8.94747;9.21823;9.47877;9.71341;9.96857;10.1373;10.4317;10.6422;10.9107;11.1864;11.3902;11.6303;11.9297;12.2333;12.5024;12.6927;12.9712;13.2378;13.6107;13.656;14.0866;14.3684;14.7271;15",7.09061,"0.2;0.366667;0.433333"
26.7832,1.92635,2.33221,"1;1.08149;1.23209;1.3832;1.57951;1.7366;1.84541;2.02701;2.28078;2.62302;2.90165;3.01923;3.27801;3.42321;3.63095;3.98264;4.20581;4.49024;4.82449;5.13442;5.39822;5.68149;5.86207;6.05717;6.44066;6.83519;7.22176;7.38699;7.65022;8.01463;8.31473;8.56401;8.79655;9.27149;9.68341;9.84117;10.3119;10.4846;10.9283;11.1239;11.479;11.6919;12.0255;12.3848;12.6977;12.9925;13.3648;13.6584;14.0059;14.434;14.8108;14.9308;15.1315;15.4312;15.7942;16.139;16.4039;16.6591;16.8098;17.0689;17.4216;17.6013;17.8225;18.031;18.363;18.6128;18.7947;18.9042;19.1674;19.3551;19.6637;19.9632;20.2308;20.3065;20.4442;20.5907;20.6961;20.8421;20.9695;21","15;14.7573;14.4518;14.0827;13.6844;13.3437;13.0907;12.8601;12.5679;12.2336;11.9974;11.8692;11.5863;11.4273;11.2231;10.8732;10.6497;10.3664;10.0865;9.83657;9.60143;9.36318;9.20883;9.05534;8.81877;8.55542;8.33581;8.23078;8.04276;7.88398;7.75238;7.66903;7.58803;7.45488;7.35585;7.32906;7.25251;7.21382;7.20539;7.20063;7.21081;7.2295;7.26489;7.29397;7.3542;7.41682;7.51359;7.5999;7.75317;7.96535;8.12976;8.18331;8.30679;8.47963;8.75485;8.99283;9.19164;9.36228;9.46693;9.68133;9.97206;10.1523;10.3843;10.6048;10.9306;11.2091;11.3723;11.4721;11.732;11.9158;12.2584;12.606;12.9242;12.9988;13.3522;13.6839;14.1497;14.6018;14.9228;15",7.06006,"0.2;0.4;0.4"
26.9687,1.81984,2.32612,"1;1.18233;1.39611;1.58503;1.78025;1.88214;2.10606;2.30659;2.50423;2.70148;2.94528;3.18891;3.35059;3.70428;4.03597;4.23098;4.56534;4.74913;4.79313;5.16271;5.52982;5.82778;6.17766;6.5838;6.88771;7.30746;7.54441;7.79567;7.96247;8.2803;8.44266;8.76796;8.93443;9.27983;9.74995;9.88834;10.188;10.6291;10.9691;11.3784;11.7019;12.1209;12.1995;12.4849;12.6867;13.0144;13.4666;13.8746;14.26;14.3792;14.6271;15.0171;15.4151;15.7845;16.1609;16.5096;16.7215;17.007;17.1165;17.3998;17.604;17.7245;18.0769;18.3749;18.7264;18.8657;19.1262;19.3989;19.7039;19.9504;20.1807;20.2862;20.444;20.6258;20.6779;20.8667;21","15;14.5575;14.1069;13.6912;13.2533;12.995;12.7006;12.4535;12.241;12.02;11.7396;11.3975;11.1822;10.8335;10.5086;10.3239;10.0216;9.85977;9.82196;9.48964;9.18033;8.95997;8.67863;8.42508;8.23568;8.01301;7.89116;7.76443;7.68366;7.53289;7.46331;7.36253;7.31834;7.23618;7.12111;7.09945;7.06205;7.05255;7.06425;7.08219;7.09523;7.18722;7.20541;7.28139;7.31925;7.41492;7.53806;7.68065;7.85034;7.90563;8.02926;8.23573;8.47788;8.72742;8.99265;9.22917;9.3804;9.62222;9.71;9.97289;10.1584;10.2721;10.622;10.944;11.2977;11.4264;11.7172;11.9557;12.3161;12.6227;12.8871;13.1099;13.5465;13.9993;14.1515;14.5992;15",7.03525,"0.2;0.433333;0.366667"
