ID,W_Dist,W_Risk,W_Time,Cost_Dist,Cost_Risk,Cost_Time,Is_Harvested
73,0.908065,0,0.0919346,20.1106,0.99373,10.0553,0
74,0.908065,0,0.0919346,20.2221,0.984687,10.111,0
75,0.908065,0,0.0919346,20.1933,0.987729,10.0967,0
76,0.908065,0,0.0919346,20.1479,0.989269,10.0739,0
77,0.908065,0,0.0919346,20.7423,1.00941,5.25691,1
78,0.908065,0,0.0919346,20.0599,0.982852,10.03,0
79,0.908065,0,0.0919346,20.917,1.025,5.24681,1
80,0.908065,0,0.0919346,20.0649,0.978667,10.0324,0
81,0.908065,0,0.0919346,20.0825,0.982002,10.0412,0
82,0.908065,0,0.0919346,20.1008,0.988092,10.0504,0
83,0.908065,0,0.0919346,20.6815,1.02371,5.67612,1
84,0.908065,0,0.0919346,20.077,0.980706,10.0385,0
85,0.908065,0,0.0919346,20.9271,1.01418,5.07988,1
86,0.908065,0,0.0919346,20.069,0.979607,10.0345,0
87,0.908065,0,0.0919346,20.1118,0.98556,10.0559,0
88,0.908065,0,0.0919346,20.6423,1.00663,6.19925,1
89,0.908065,0,0.0919346,20.0714,0.979464,10.0357,0
90,0.908065,0,0.0919346,20.08,0.980095,10.04,0
91,0.908065,0,0.0919346,20.0561,0.979182,10.0281,0
92,0.908065,0,0.0919346,20.6519,1.01034,6.18296,1
93,0.908065,0,0.0919346,20.0996,0.984402,10.0497,0
94,0.908065,0,0.0919346,20.1029,0.980981,10.0515,0
95,0.908065,0,0.0919346,20.6641,1.01995,5.56728,1
96,0.908065,0,0.0919346,20.124,0.981867,10.062,0
97,0.908065,0,0.0919346,20.7064,1.02432,5.42301,1
